Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Lower middle income,LMC,862248.98,862108.64,880388.47,870860.61,889001.95,882169.4,904655.58,919693.02,934035.57,932447.29,928357.29,943740.96,951840.59,938176.25,945594.13,960121.05,972667.78,961104.34,981460.53,1042950,1045460,1049760,1054590,1063200,1075860,1080240,1079360,1084650,1105480,1102750,1099130,1101100,1120940,1132060,1157510,1174630,1206040,1220380,1217770,1231740,1250650,1261190,1273460,1277410,1290130,1315510,1325810,1336520,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle East & North Africa,MEA,42510.49,42310.49,41821.59,42257.29,42608.02,42543.46,42709.65,43360.12,43380.4,44281.66,44438.37,44053.38,44897.66,45042.93,45839.47,47417.21,48605.39,47713.93,51002.09,60570,59430,62140,62170,62880,63470,64520,66010,66600,67740,67700,66940,67850,68420,70380,71940,73590,75200,72360,71590,71320,73450,74810,74770,70410,69730,70810,69530,70460,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle East & North Africa (excluding high income),MNA,41085.13,40829.26,40178.82,40453.38,40709.61,40564.83,40665.16,41134.89,41020.7,41860.47,42079.08,41439.57,42013.39,42044.72,42793.42,44211.39,45394.21,44488.19,47750.21,57190,56000,58540,58390,58910,59430,60370,61790,62400,63580,63390,62630,63470,63940,65720,67120,68760,70250,67580,66850,66400,68250,69520,68930,64580,63680,64650,63240,64220,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle East & North Africa (IDA & IBRD countries),TMN,41085.13,40829.26,40178.82,40453.38,40709.61,40564.83,40665.16,41134.89,41020.7,41860.47,42079.08,41439.57,42013.39,42044.72,42793.42,44211.39,45394.21,44488.19,47750.21,57190,56000,58540,58390,58910,59430,60370,61790,62400,63580,63390,62630,63470,63940,65720,67120,68760,70250,67580,66850,66400,68250,69520,68930,64580,63680,64650,63240,64220,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Middle income,MIC,2025671.41,2044944.75,2074626.85,2079254.76,2118922.6,2136050.56,2153460.22,2152127.38,2163427.65,2176328.47,2162026.73,2178761.97,2194894.3,2178681.3,2172835.39,2198528,2229995.77,2218912.35,2262314.76,2214520,2219740,2207080,2201140,2215490,2232810,2227950,2179650,2192480,2211940,2208750,2207420,2221330,2251030,2280160,2315220,2326740,2353740,2376210,2368850,2399220,2408990,2414030,2416830,2421300,2434320,2458540,2475220,2475010,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,North America,NAC,206599.92,207371.77,209487.1,216461.42,218852.31,213193.22,209904.73,207022.25,203556.81,210013.86,215023.15,212820.51,206679.74,206974.5,201665.28,196118.26,192319.01,193570.24,191187.85,220820,222000,225430,225640,230390,232410,232740,231820,230880,229030,226050,225980,226260,224840,226440,228370,228510,228000,228650,224750,225210,220650,218640,216110,216260,215820,221950,222930,226420,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,OECD members,OED,705928.73,718116.11,720598.92,744028.51,756412.4,756556.06,751781.32,742990.41,746404.34,756611.37,750193.68,759238.37,742479.73,747867.3,750231.14,743037.69,724761.75,725352.11,729152.05,818400,806140,797470,788480,791390,786190,776720,774330,770890,777530,782350,786170,777930,734300,753630,733640,750360,747570,730910,729660,717170,758010,752320,711610,723290,719330,709650,734170,739590,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Other small states,OSS,11605.39,12295.42,12771.95,12894.7,12805.28,12698.67,13743.4,13648.61,15056.65,14439.49,13354.22,13836.57,13427.26,12285.92,12120.33,12158.28,13484.18,12355.06,13144.3,17040,16860,16660,16000,15960,16430,16700,16180,15950,16190,16250,16980,16400,13380,13700,14790,16300,15030,18380,15750,20970,25030,20050,15960,14000,13810,13740,15240,13820,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Pacific island small states,PSS,2127.85,2153.03,2209.45,2136.81,2313.17,2287.86,2415.54,2544.97,2529.26,2566.79,2692.04,2807.67,2690.12,2741.68,2852.63,2905.22,2968.79,3074.57,3054.44,1050,1080,1100,1170,1200,1260,1250,1250,1240,1230,1230,1230,1200,1210,1220,1220,1230,1290,1280,1260,1270,1290,1290,1300,1330,890,890,910,910,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Post-demographic dividend,PST,643214.54,654075.8,654901.52,674127.91,683966.76,683092.77,675178.55,664422.25,666747.41,675399.72,666965.19,674210.84,661078.19,668239.14,672932.85,664715.03,648179.8,646826.47,647273.3,737580,727540,710890,697630,699740,691480,679520,671740,663360,672200,674360,675680,666950,623090,640190,617380,633130,627930,609240,607810,594040,636230,633280,591920,601990,595510,583850,603500,603130,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Pre-demographic dividend,PRE,203167.89,206064.1,217738.87,188037.33,210797.27,206048.57,232401.61,227305.46,266375.09,266210.45,238323.13,265890.73,256255.82,228905.59,221966.54,219440.55,251561.96,218363.07,239980.63,258890,263680,268490,275780,282130,288060,287390,293850,310090,313310,318920,312420,327500,347100,350490,366990,360030,378010,386760,385270,399610,407430,420670,427370,432090,440530,457660,453750,461510,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Small states,SST,16282.5,16770.15,17474.05,17748.55,18043.21,17575.7,19022.06,18907.18,20035.06,19584.57,18556.43,19280.72,18593.72,17634.16,17367.57,17558.9,18885.92,17814.58,18531.69,20270,20420,20430,19860,19820,20550,20760,20190,19840,20170,19940,20770,19920,17200,17340,18280,19550,18330,21790,19270,24530,28730,23750,19880,18050,17470,17070,18720,17210,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,South Asia,SAS,462081.02,459594.9,466486.88,468547.08,477161.86,474672.77,484468.07,491679.26,492598.82,491552.94,498394.24,496388.95,502470.66,508107.3,509024.07,517974.16,510404.91,522135.83,527503.94,570420,574450,577760,583620,588340,593060,599440,603170,608240,614650,613350,614360,610290,619430,624570,639960,653770,665850,678940,673140,678040,688090,687400,695370,698740,699390,706880,715790,725370,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,South Asia (IDA & IBRD),TSA,462081.02,459594.9,466486.88,468547.08,477161.86,474672.77,484468.07,491679.26,492598.82,491552.94,498394.24,496388.95,502470.66,508107.3,509024.07,517974.16,510404.91,522135.83,527503.94,570420,574450,577760,583620,588340,593060,599440,603170,608240,614650,613350,614360,610290,619430,624570,639960,653770,665850,678940,673140,678040,688090,687400,695370,698740,699390,706880,715790,725370,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sub-Saharan Africa,SSF,251448.9,256212.48,270082.52,238223.69,261745.93,256464.56,286659.49,279801.49,322525.75,322252.14,290507.54,321045.66,311573.33,282384.14,275648.28,275821.54,308995.49,273245.58,298908.37,324190,329170,334420,334330,340500,346850,350040,356620,376670,378740,383800,380310,397700,412980,416920,437280,433000,455430,469210,466560,488020,499150,508850,513530,516910,528920,546700,545930,551980,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sub-Saharan Africa (excluding high income),SSA,251446.39,256209.65,270079.6,238220.58,261742.64,256461.25,286656.4,279798.19,322522.27,322248.46,290503.65,321042.06,311569.92,282380.82,275644.57,275817.67,308991.58,273241.53,298904.25,324190,329170,334420,334330,340500,346850,350040,356620,376670,378740,383800,380310,397700,412980,416920,437280,433000,455430,469210,466560,488020,499150,508850,513530,516910,528920,546700,545930,551980,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sub-Saharan Africa (IDA & IBRD countries),TSS,251448.9,256212.48,270082.52,238223.69,261745.93,256464.56,286659.49,279801.49,322525.75,322252.14,290507.54,321045.66,311573.33,282384.14,275648.28,275821.54,308995.49,273245.58,298908.37,324190,329170,334420,334330,340500,346850,350040,356620,376670,378740,383800,380310,397700,412980,416920,437280,433000,455430,469210,466560,488020,499150,508850,513530,516910,528920,546700,545930,551980,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Upper middle income,UMC,1163422.42,1182836.11,1194238.39,1208394.15,1229920.65,1253881.16,1248804.65,1232434.36,1229392.08,1243881.18,1233669.44,1235021.02,1243053.71,1240505.05,1227241.26,1238406.95,1257327.98,1257808,1280854.24,1171570,1174280,1157320,1146550,1152290,1156950,1147710,1100290,1107830,1106460,1106000,1108290,1120230,1130090,1148100,1157710,1152110,1147700,1155830,1151080,1167480,1158340,1152840,1143370,1143890,1144190,1143030,1149410,1138490,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,World,WLD,2840961.47,2871562.42,2911944.73,2915398.22,2979621.95,2992540.36,3022537.34,3002825.73,3039479.46,3072596.43,3027894.34,3071454.18,3062602.6,3035226.34,3026622.06,3043764.04,3073432.28,3044655.33,3102061.7,3152440,3153420,3138050,3123140,3146930,3164170,3156360,3112010,3134140,3165900,3170820,3169360,3190660,3189450,3243990,3272710,3301930,3335870,3352150,3346350,3367470,3421190,3439240,3405660,3427420,3442060,3465770,3505600,3513570,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
